69	50	123.75	495	1320	4000	662.138	4259.1	15.6243	2725.18	0.0423934
70	50	88.75	970	855	4000	1577.39	1042.83	6.5746	6114.37	0.061468
71	40	44.5	1174	980	4000	11750.9	281.598	3.69969	-8005.68	0.0105514
72	55	91.25	1326	1030	4000	1970.15	1071.24	5.62437	46772.6	0.0855728
73	50	113.75	570	1330	4000	8214.84	391.968	4.57318	-6308.35	0.00972291
74	70	126.25	855	1140	4000	114159	1.85848	1.54229	729.778	0.00288606
75	50	103.5	926	1560	4000	988.012	2692.85	6.7848	2127.61	0.02177
76	45	49.5	444	1155	4000	0.493563	471.744	-0.397875	780.697	0.0041097
77	30	87.5	647	1330	4000	909.319	1818.07	6.62167	2488.13	0.0342537
78	50	74.5	1158	1205	4000	1516.34	1444.43	5.38201	4067.07	0.0396832
79	50	93.75	808	825	4000	9908.65	303.64	4.6588	-7304.89	0.0134738
80	50	106.5	957	1170	4000	1309.1	1436.05	5.53054	3191.98	0.0355436
81	55	59.5	496	1175	4000	0.627779	9513.13	-1.8674	656.109	0.00370365
82	40	108.75	718	1255	4000	964.064	3290.57	11.8258	2157.56	0.0337677
83	40	91.25	1400	1110	4000	1846.14	1345.9	6.01881	4270.95	0.0414438
84	85	108.75	608	1090	4000	1.01271	24236.7	0.106107	790.932	0.00416891
85	50	128.75	639	1615	4000	862.323	4348.5	12.9928	1830.02	0.0275771
86	40	65.5	1501	890	4000	2205.8	1068.64	5.64581	9694.97	0.0647292
87	45	88.75	701	965	4000	1099.33	1784.44	10.5702	-98054.1	0.691545
88	45	108.75	717	1195	4000	1091.35	1852.78	8.12618	2730.93	0.0421683
89	40	101.25	1112	1125	4000	1516.72	1697.6	7.10212	2975.47	0.037018
90	60	106.25	1453	1005	4000	1942.23	1113.58	5.26273	16843.2	0.066441
91	50	81.25	626	900	4000	7638.57	1113.58	5.26273	16843.2	0.066441
92	45	47.5	619	1250	4000	3073.47	1113.58	5.26273	16843.2	0.066441
93	45	116.25	723	1400	4000	909.692	6641.18	21.2129	2205.98	0.0301376
94	55	58.5	580	1140	4000	975	1113.58	5.26273	16843.2	0.066441
95	45	103.75	434	1700	4000	39754.4	2.94336	1.62475	480.624	0.00280694
96	40	58.5	551	975	4000	14525.5	4.59725	1.61383	691.925	0.0044363
97	45	83.5	516	1190	4000	666.619	6102.42	21.8096	2190.8	0.038863
98	50	108.75	508	1135	4000	601213	6102.42	21.8096	2190.8	0.038863
99	50	70.5	618	1230	4000	870.248	3294.93	12.5084	4569.71	0.0485102
100	45	101.25	855	1065	4000	1233.9	2360.62	10.517	3390.93	0.0435368
101	45	91.25	753	900	4000	1119.66	2802.7	15.4827	8863.75	0.077776
102	50	113.75	808	1230	4000	1061.78	1882.59	7.30232	3916.24	0.04139
103	50	74.5	1135	1205	4000	1428.79	1676.4	6.29107	2988.52	0.0349594
104	55	118.75	1130	1215	4000	1719.81	1234.26	4.97937	7771.02	0.0497852
105	40	51.5	626	1225	4000	1472.9	700.376	2.72952	621.943	0.0328726
106	40	91.25	904	1060	4000	1442.82	1059.38	5.44043	2781.24	0.0389518
107	45	78.75	1573	875	4000	2623.26	828.383	5.07246	64991.3	0.106571
108	45	63.5	496	1150	4000	841.774	2342.23	11.4759	2282.87	0.0465692
109	45	106.25	882	1110	4000	1072.67	1639.55	6.64268	2010.79	0.0282291
110	60	103.75	1298	1070	4000	2036.44	1099.84	5.23246	18260	0.0651016
111	45	121.5	590	1200	4000	896.734	1692.27	6.55565	2431.55	0.0377053
112	40	101.5	637	1820	4000	974.384	2104.91	5.65505	2306.2	0.0237242
113	60	113.75	527	1060	4000	937.286	1339.93	7.21108	12891.5	0.0788509
114	50	116.5	793	1190	4000	1069.85	1390.65	5.53119	2328.04	0.0338331
115	40	69.5	1336	1030	4000	1844.47	1246.76	5.63249	3492.5	0.0383127
116	55	88.75	706	795	4000	11685.7	4.24389	1.52336	982.645	0.00527673
117	50	96.25	985	935	4000	1643.85	1015.72	5.92352	12189.4	0.0711736
118	35	39.5	1304	1135	4000	1491.5	1015.72	5.92352	12189.4	0.0711736
119	50	91.5	560	1140	4000	825.346	1754.71	7.86668	3820.99	0.0520169
120	50	52.5	706	1095	4000	1607.78	71.4004	1.90492	721.592	0.00345724
121	45	88.75	1274	890	4000	3190.33	39.4844	1.82777	1275.23	0.00415972
122	55	106.25	1210	1190	4000	1545.53	1538.44	6.37593	7217.25	0.0437152
123	55	114.5	437	1450	4000	537.007	2581.65	8.50337	1752.41	0.0348371
124	35	116.25	537	1520	4000	764.117	1688.3	6.29333	2420.9	0.0363077
125	50	88.75	1146	830	4000	1461.78	965.567	5.88637	40809.4	0.0929914
126	50	63.5	478	1150	4000	21.3334	68.5646	0.823551	723.022	0.00390258
127	60	116.25	521	1245	4000	751.42	1803.62	7.80495	3356.18	0.0483324
